Tournament,Title,Cluster
Seattle IV 2021,Round 3,6
Seattle IV 2021,Round 2,0
Seattle IV 2021,Round 1,7
Seattle IV 2022,Grand Final,7
Seattle IV 2022,Round 4,6
Seattle IV 2022,Round 3,3
Seattle IV 2022,Round 2,2
Seattle IV 2022,Round 1,7
Seattle IV 2023,Open Finals,3
Seattle IV 2023,Open Semis,3
Seattle IV 2023,Novice Finals,3
Seattle IV 2023,Open Quarters,3
Seattle IV 2023,Novice Semifinals,3
Seattle IV 2023,Round 5,3
Seattle IV 2023,Round 4,3
Seattle IV 2023,Round 3,1
Seattle IV 2023,Round 2,8
Seattle IV 2023,Round 1,5
Seattle IV 2024,Novice Finals,-1
Seattle IV 2024,Novice Semifinals,-1
Seattle IV 2024,Grand Final,-1
Seattle IV 2024,Semifinals,-1
Seattle IV 2024,Quarterfinals,-1
Seattle IV 2024,Round 5,-1
Seattle IV 2024,Round 4,-1
Seattle IV 2024,Round 3,-1
Seattle IV 2024,Round 2,-1
Seattle IV 2024,Round 1,-1
Serious IV 2025,Round 1,8
Serious IV 2025,Round 2,7
Serious IV 2025,Round 3,2
Serious IV 2025,Round 4,6
Serious IV 2025,Round 5,9
Serious IV 2025,Open Quarterfinal,4
Serious IV 2025,Open Semifinal,9
Serious IV 2025,Open Grand Final,0
Serious IV 2025,Novice Semifinal,4
Serious IV 2025,Novice Grand Final,8
Severn Cup 2023,Grand Final,3
Severn Cup 2023,Round 4,8
Severn Cup 2023,Round 3,8
Severn Cup 2023,Round 2,8
Severn Cup 2023,Round 1,3
Shahjiwana IDC 2025,U-19 Final,9
Shahjiwana IDC 2025,Novice Final,2
Shahjiwana IDC 2025,Grand Final,2
Shahjiwana IDC 2025,Semifinals,4
Shahjiwana IDC 2025,Pre-Semi Finals,0
Shahjiwana IDC 2025,Round 5,7
Shahjiwana IDC 2025,Round 4,2
Shahjiwana IDC 2025,Round 3,6
Shahjiwana IDC 2025,Round 2,1
Shahjiwana IDC 2025,Round 1,5
Sheffield Novices 2023,Round 1,7
Sheffield Novices 2023,Round 2,7
Sheffield Novices 2023,Round 3,2
Sheffield Novices 2023,Round 4,3
Sheffield Novices 2023,Grand Final,1
Sheffield Novices 2023,Silver Finals,8
Sheffield Novices 2023,Bronze Finals,2
Sheffield Novices 2023,Non-Schools Finals,8
Shri Ram Pre-ABP 2021,Grand Final,7
Shri Ram Pre-ABP 2021,Semifinals,4
Shri Ram Pre-ABP 2021,Quarterfinals,2
Shri Ram Pre-ABP 2021,Round 5,6
Shri Ram Pre-ABP 2021,Round 4,5
Shri Ram Pre-ABP 2021,Round 3,8
Shri Ram Pre-ABP 2021,Round 2,1
Shri Ram Pre-ABP 2021,Round 1,3
Shri Ram Pre-ABP 2024,Open Grand Finals,9
Shri Ram Pre-ABP 2024,Open Semi Finals,4
Shri Ram Pre-ABP 2024,Novice Finals,4
Shri Ram Pre-ABP 2024,Open Quarter Finals,9
Shri Ram Pre-ABP 2024,Novice Semi Finals,9
Shri Ram Pre-ABP 2024,Round 5,0
Shri Ram Pre-ABP 2024,Round 4,8
Shri Ram Pre-ABP 2024,Round 3,3
Shri Ram Pre-ABP 2024,Round 2,7
Shri Ram Pre-ABP 2024,Round 1,8
SIDO 2022,Grand Final,-1
SIDO 2022,Semifinals,-1
SIDO 2022,Quarterfinals,9
SIDO 2022,Octofinals,7
SIDO 2022,Round 5,4
SIDO 2022,Round 4,6
SIDO 2022,Round 3,9
SIDO 2022,Round 2,5
SIDO 2022,Round 1,8
SIDO 2023,High School Grand Final,-1
SIDO 2023,High School Semi Final,0
SIDO 2023,High School Quarter Final,5
SIDO 2023,Open Grand Final,8
SIDO 2023,Open Semi Final,3
SIDO 2023,Open Quarter Final,8
SIDO 2023,High School Pre Quarter,0
SIDO 2023,Round 6,2
SIDO 2023,Round 5,7
SIDO 2023,Round 4,9
SIDO 2023,Round 3,6
SIDO 2023,Round 2,4
SIDO 2023,Round 1,8
SIDO 2024,High School Grand Final,0
SIDO 2024,High School Semi Final,4
SIDO 2024,High School Quarter Final,2
SIDO 2024,High School Octo Final,7
SIDO 2024,Open Grand Final,8
SIDO 2024,Open Semi Final,2
SIDO 2024,Open Quarter Final,3
SIDO 2024,Round 7,9
SIDO 2024,Round 6,9
SIDO 2024,Round 5,7
SIDO 2024,Round 4,7
SIDO 2024,Round 3,9
SIDO 2024,Round 2,3
SIDO 2024,Round 1,5
SIDO 2025,Under 14 Finals,3
SIDO 2025,Under 14 Semifinals,3
SIDO 2025,Under 16 Finals,3
SIDO 2025,Under 16 Semifinals,3
SIDO 2025,Under 16 Quarterfinals,8
SIDO 2025,Over 16 Finals,8
SIDO 2025,Over 16 Semifinals,7
SIDO 2025,Over 16 Quarterfinals,9
SIDO 2025,Grand Final,3
SIDO 2025,Semifinals,7
SIDO 2025,Quarterfinals,9
SIDO 2025,Round 6,5
SIDO 2025,Round 5,9
SIDO 2025,Round 4,6
SIDO 2025,Round 3,2
SIDO 2025,Round 2,0
SIDO 2025,Round 1,8
Smart Debates Mini 2021,Novice Finals,3
Smart Debates Mini 2021,Grand Final,8
Smart Debates Mini 2021,Novice Pre Finals,5
Smart Debates Mini 2021,Semifinals,9
Smart Debates Mini 2021,Round 5,2
Smart Debates Mini 2021,Round 4,6
Smart Debates Mini 2021,Round 3,2
Smart Debates Mini 2021,Round 2,0
Smart Debates Mini 2021,Round 1,9
Smart Debates Open 2021,Grand Final,-1
Smart Debates Open 2021,Semifinals,3
Smart Debates Open 2021,Round 4,2
Smart Debates Open 2021,Round 3,8
Smart Debates Open 2021,Round 2,6
Smart Debates Open 2021,Round 1,7
Socialism Open 2021,Silver Finals,2
Socialism Open 2021,Silver Final,-1
Socialism Open 2021,EFL Final,2
Socialism Open 2021,ESL Final,2
Socialism Open 2021,Gold Final,2
Socialism Open 2021,Round 4,-1
Socialism Open 2021,Round 3,6
Socialism Open 2021,Round 2,4
Socialism Open 2021,Round 1,2
Sofia Online 2023,Pro-Am Finals,-1
Sofia Online 2023,ESL Finals,4
Sofia Online 2023,Grand Final,0
Sofia Online 2023,Semifinals,4
Sofia Online 2023,Quarterfinals,0
Sofia Online 2023,Round 5,6
Sofia Online 2023,Round 4,5
Sofia Online 2023,Round 3,6
Sofia Online 2023,Round 2,9
Sofia Online 2023,Round 1,1
Sofia Online 2024,Novice Finals,8
Sofia Online 2024,ESL Finals,8
Sofia Online 2024,ESL Semifinals,8
Sofia Online 2024,Grand Final,3
Sofia Online 2024,Semifinals,9
Sofia Online 2024,Quarterfinals,8
Sofia Online 2024,Round 5,0
Sofia Online 2024,Round 4,2
Sofia Online 2024,Round 3,9
Sofia Online 2024,Round 2,9
Sofia Online 2024,Round 1,5
Sofia Online Pt2 2024,Novice Finals,8
Sofia Online Pt2 2024,ESL Finals,4
Sofia Online Pt2 2024,ESL Semifinals,6
Sofia Online Pt2 2024,ESL Quarterfinals,8
Sofia Online Pt2 2024,Grand Final,0
Sofia Online Pt2 2024,Semifinals,8
Sofia Online Pt2 2024,Quarterfinals,9
Sofia Online Pt2 2024,Partial Double Quarterfinals,7
Sofia Online Pt2 2024,Round 5,6
Sofia Online Pt2 2024,Round 4,9
Sofia Online Pt2 2024,Round 3,3
Sofia Online Pt2 2024,Round 2,9
Sofia Online Pt2 2024,Round 1,9
Sofia Open 2022,Novice Finals,9
Sofia Open 2022,Grand Final,7
Sofia Open 2022,Semifinals,9
Sofia Open 2022,Round 5,7
Sofia Open 2022,Round 4,0
Sofia Open 2022,Round 3,8
Sofia Open 2022,Round 2,6
Sofia Open 2022,Round 1,1
Sofia Open 2024,Novice Finals,9
Sofia Open 2024,Grand Final,3
Sofia Open 2024,Semifinals,9
Sofia Open 2024,Round 5,7
Sofia Open 2024,Round 4,8
Sofia Open 2024,Round 3,8
Sofia Open 2024,Round 2,6
Sofia Open 2024,Round 1,5
Sofia Pre-EUDC 2023,ESL Finals,7
Sofia Pre-EUDC 2023,Open Finals,8
Sofia Pre-EUDC 2023,Open Semifinals,7
Sofia Pre-EUDC 2023,Open Quarterfinals,7
Sofia Pre-EUDC 2023,Round 5,0
Sofia Pre-EUDC 2023,Round 4,6
Sofia Pre-EUDC 2023,Round 3,9
Sofia Pre-EUDC 2023,Round 2,6
Sofia Pre-EUDC 2023,Round 1,9
Southampton Open 2022,Pro-Am Final,7
Southampton Open 2022,Open Final,8
Southampton Open 2022,Round 4 (Closed),0
Southampton Open 2022,Round 3,2
Southampton Open 2022,Round 2,5
Southampton Open 2022,Round 1,7
Southampton Open 2024,Pro-Am Finals Finals,8
Southampton Open 2024,Silver Finals Finals,8
Southampton Open 2024,Grand Final,0
Southampton Open 2024,Round 4,6
Southampton Open 2024,Round 3,6
Southampton Open 2024,Round 2,9
Southampton Open 2024,Round 1,8
Southampton Open 2025,Pro-AM Final,8
Southampton Open 2025,Silver Final,7
Southampton Open 2025,Gold Final,9
Southampton Open 2025,Round 4,0
Southampton Open 2025,Round 3,8
Southampton Open 2025,Round 2,1
Southampton Open 2025,Round 1,3
Southampton Pro-Am 2024,Grand Final,8
Southampton Pro-Am 2024,Silver Finals,7
Southampton Pro-Am 2024,Bronze Finals,4
Southampton Pro-Am 2024,Round 4,8
Southampton Pro-Am 2024,Round 3,6
Southampton Pro-Am 2024,Round 2,3
Southampton Pro-Am 2024,Round 1,7
Southampton Sillies 2025,Grand Final,0
Southampton Sillies 2025,Round 4,1
Southampton Sillies 2025,Round 3,9
Southampton Sillies 2025,Round 2,0
Southampton Sillies 2025,Round 1,3
Spring Challenge Open 2025,Pro Am Finals,3
Spring Challenge Open 2025,Grand Final,3
Spring Challenge Open 2025,Semifinals,0
Spring Challenge Open 2025,Round 5,9
Spring Challenge Open 2025,Round 4,4
Spring Challenge Open 2025,Round 3,9
Spring Challenge Open 2025,Round 2,7
Spring Challenge Open 2025,Round 1,8
SSE Riga IV 2023,Round 1,5
SSE Riga IV 2023,Round 2,9
SSE Riga IV 2023,Round 3,0
SSE Riga IV 2023,Round 4,2
SSE Riga IV 2023,Round 5,9
SSE Riga IV 2023,Semifinals,0
SSE Riga IV 2023,Grand Final,8
St Andrew’s Pre-EUDC 2024,Pro-Am Finals,6
St Andrew’s Pre-EUDC 2024,ESL Finals,0
St Andrew’s Pre-EUDC 2024,Grand Final,3
St Andrew’s Pre-EUDC 2024,Semifinals,2
St Andrew’s Pre-EUDC 2024,Quarterfinals,9
St Andrew’s Pre-EUDC 2024,Round 5,7
St Andrew’s Pre-EUDC 2024,Round 4,3
St Andrew’s Pre-EUDC 2024,Round 3,6
St Andrew’s Pre-EUDC 2024,Round 2,8
St Andrew’s Pre-EUDC 2024,Round 1,2
St Andrews Open 2025,Grand Final,8
St Andrews Open 2025,Semifinals,9
St Andrews Open 2025,Round 5,4
St Andrews Open 2025,Round 4,6
St Andrews Open 2025,Round 3,9
St Andrews Open 2025,Round 2,2
St Andrews Open 2025,Round 1,8
Strait Debate Open 2023,Novice Final,7
Strait Debate Open 2023,Grand Final,8
Strait Debate Open 2023,Semifinals,7
Strait Debate Open 2023,Pre-Semi Finals,9
Strait Debate Open 2023,Round 5,8
Strait Debate Open 2023,Round 4,2
Strait Debate Open 2023,Round 3,9
Strait Debate Open 2023,Round 2,0
Strait Debate Open 2023,Round 1,5
Structural Reasons Pre-WUDC 2022,ESL Finals,5
Structural Reasons Pre-WUDC 2022,ESL Semifinals,0
Structural Reasons Pre-WUDC 2022,Grand Final,7
Structural Reasons Pre-WUDC 2022,Semifinals,8
Structural Reasons Pre-WUDC 2022,Quarterfinals,9
Structural Reasons Pre-WUDC 2022,Round 5,7
Structural Reasons Pre-WUDC 2022,Round 4,6
Structural Reasons Pre-WUDC 2022,Round 3,9
Structural Reasons Pre-WUDC 2022,Round 2,2
Structural Reasons Pre-WUDC 2022,Round 1,6
Structural Reasons Volume 2 2023,Round 1,8
Structural Reasons Volume 2 2023,Round 2,7
Structural Reasons Volume 2 2023,Round 3,8
Structural Reasons Volume 2 2023,Round 4,9
Structural Reasons Volume 2 2023,Round 5,6
Structural Reasons Volume 2 2023,Quarterfinals,0
Structural Reasons Volume 2 2023,Semifinals,3
Structural Reasons Volume 2 2023,Grand Final,0
Structural Reasons Volume 2 2023,ESL Semifinals,0
Structural Reasons Volume 2 2023,ESL Finals,3
Structural Reasons Volume 2 2023,Novice Finals,8
Sudan & DRC Fundraiser 2025,Grand Final,0
Sudan & DRC Fundraiser 2025,Round 3,9
Sudan & DRC Fundraiser 2025,Round 2,9
Sudan & DRC Fundraiser 2025,Round 1,8
Sudan Fundraiser 2024,Grand Final,-1
Sudan Fundraiser 2024,Round 3,6
Sudan Fundraiser 2024,Round 2,5
Sudan Fundraiser 2024,Round 1,0
Sunway Debate Open 2022,Novice Finals,7
Sunway Debate Open 2022,Novice Semifinals,8
Sunway Debate Open 2022,Grand Finals,0
Sunway Debate Open 2022,Semi Finals,0
Sunway Debate Open 2022,Quarter Finals,8
Sunway Debate Open 2022,Round 5,9
Sunway Debate Open 2022,Round 4,9
Sunway Debate Open 2022,Round 3,4
Sunway Debate Open 2022,Round 2,6
Sunway Debate Open 2022,Round 1,9
Sunway Debate Open 2023,Novice Finals,8
Sunway Debate Open 2023,Novice Semifinals,3
Sunway Debate Open 2023,Grand Final,3
Sunway Debate Open 2023,Semifinals,0
Sunway Debate Open 2023,Quarterfinals,1
Sunway Debate Open 2023,Pre-Quarterfinals,8
Sunway Debate Open 2023,Round 5,6
Sunway Debate Open 2023,Round 4,0
Sunway Debate Open 2023,Round 3,9
Sunway Debate Open 2023,Round 2,4
Sunway Debate Open 2023,Round 1,5
Sunway Debate Open 2024,Novice Finals,8
Sunway Debate Open 2024,Novice Pre-Finals,8
Sunway Debate Open 2024,Grand Final,6
Sunway Debate Open 2024,Semifinals,4
Sunway Debate Open 2024,Round 4,5
Sunway Debate Open 2024,Round 3,3
Sunway Debate Open 2024,Round 2,7
Sunway Debate Open 2024,Round 1,3
Sunway Pre-Nationals 2023,Novice Finals,6
Sunway Pre-Nationals 2023,Grand Final,4
Sunway Pre-Nationals 2023,Semifinals,2
Sunway Pre-Nationals 2023,Quarterfinals,0
Sunway Pre-Nationals 2023,Round 5,6
Sunway Pre-Nationals 2023,Round 4,9
Sunway Pre-Nationals 2023,Round 3,3
Sunway Pre-Nationals 2023,Round 2,2
Sunway Pre-Nationals 2023,Round 1,8
Surabaya Open 2023,Grand Final,3
Surabaya Open 2023,Semifinals,0
Surabaya Open 2023,Pre-Semifinals,8
Surabaya Open 2023,Round 4,8
Surabaya Open 2023,Round 3,6
Surabaya Open 2023,Round 2,8
Surabaya Open 2023,Round 1,7
Swan IV 2023,Grand Finals,6
Swan IV 2023,Round 3,9
Swan IV 2023,Round 2,2
Swan IV 2023,Round 1,6
Sydney AWGMDC 2023,Open Grand Final,3
Sydney AWGMDC 2023,Open Semi Finals,9
Sydney AWGMDC 2023,Open Quarter Finals,4
Sydney AWGMDC 2023,Round 6,0
Sydney AWGMDC 2023,Round 5,7
Sydney AWGMDC 2023,Round 4,9
Sydney AWGMDC 2023,Round 3,1
Sydney AWGMDC 2023,Round 2,0
Sydney AWGMDC 2023,Round 1,5
Sydney Mini 2022,Grand Final,0
Sydney Mini 2022,Semifinals,4
Sydney Mini 2022,Round 5,6
Sydney Mini 2022,Round 4,7
Sydney Mini 2022,Round 3,0
Sydney Mini 2022,Round 2,9
Sydney Mini 2022,Round 1,7
Sydney Mini 2023,Grand Final,0
Sydney Mini 2023,Semi-Finals,0
Sydney Mini 2023,Partial Quarter-Finals,7
Sydney Mini 2023,Round 5,7
Sydney Mini 2023,Round 4,0
Sydney Mini 2023,Round 3,2
Sydney Mini 2023,Round 2,0
Sydney Mini 2023,Round 1b,2
Sydney Mini 2023,Round 1a,5
Sydney Mini 2024,Novice Finals,6
Sydney Mini 2024,Grand Final,0
Sydney Mini 2024,Semifinals,9
Sydney Mini 2024,Quarterfinals,8
Sydney Mini 2024,Round 5,9
Sydney Mini 2024,Round 4,6
Sydney Mini 2024,Round 3,0
Sydney Mini 2024,Round 2,7
Sydney Mini 2024,Round 1b,2
Sydney Mini 2024,Round 1a,2
Tabtastic Autumn Open 2023,Pro-Am Finals,6
Tabtastic Autumn Open 2023,ESL Finals,7
Tabtastic Autumn Open 2023,Grand Final,4
Tabtastic Autumn Open 2023,Semifinals,0
Tabtastic Autumn Open 2023,Partial Quarterfinals,6
Tabtastic Autumn Open 2023,Round 5,3
Tabtastic Autumn Open 2023,Round 4,9
Tabtastic Autumn Open 2023,Round 3,0
Tabtastic Autumn Open 2023,Round 2,2
Tabtastic Autumn Open 2023,Round 1,7
Tabtastic Spring Open 2023,ESL Finals,5
Tabtastic Spring Open 2023,Grand Final,3
Tabtastic Spring Open 2023,Semifinals,0
Tabtastic Spring Open 2023,Quarterfinals,4
Tabtastic Spring Open 2023,Round 5,8
Tabtastic Spring Open 2023,Round 4,6
Tabtastic Spring Open 2023,Round 3,7
Tabtastic Spring Open 2023,Round 2,9
Tabtastic Spring Open 2023,Round 1,6
Tabtastic Summer Open 2023,Novice Finals,5
Tabtastic Summer Open 2023,ESL Finals,7
Tabtastic Summer Open 2023,Grand Final,8
Tabtastic Summer Open 2023,Semifinals,4
Tabtastic Summer Open 2023,Quarterfinals,9
Tabtastic Summer Open 2023,Round 5,7
Tabtastic Summer Open 2023,Round 4,2
Tabtastic Summer Open 2023,Round 3,7
Tabtastic Summer Open 2023,Round 2,4
Tabtastic Summer Open 2023,Round 1,5
Technion Open 2023,ESL Finals,5
Technion Open 2023,Grand Final,6
Technion Open 2023,Semifinals,5
Technion Open 2023,Partial Double Semifinals,5
Technion Open 2023,Round 5,9
Technion Open 2023,Round 4,2
Technion Open 2023,Round 3,4
Technion Open 2023,Round 2,7
Technion Open 2023,Round 1,1
The Delhi Debate 2024,Open Grand Finals,3
The Delhi Debate 2024,Novice Finals,9
The Delhi Debate 2024,Open Semi Finals,2
The Delhi Debate 2024,Open Quarter Finals,5
The Delhi Debate 2024,Novice Semi-Finals,-1
The Delhi Debate 2024,Round 5,9
The Delhi Debate 2024,Round 4,7
The Delhi Debate 2024,Round 3,9
The Delhi Debate 2024,Round 2,5
The Delhi Debate 2024,Round 1,9
The RV Debating Tournament 2022,Grand Final,7
The RV Debating Tournament 2022,Novice Finals,5
The RV Debating Tournament 2022,Semifinals,9
The RV Debating Tournament 2022,Round 5,9
The RV Debating Tournament 2022,Round 4,9
The RV Debating Tournament 2022,Round 3,3
The RV Debating Tournament 2022,Round 2,3
The RV Debating Tournament 2022,Round 1,2
Tokyo IV 2023,Round 1,5
Tokyo IV 2023,Round 2,8
Tokyo IV 2023,Round 3,0
Tokyo IV 2023,Round 4,4
Tokyo IV 2023,Round 5,8
Tokyo IV 2023,Pre Quarter Finals,0
Tokyo IV 2023,Quarterfinals,4
Tokyo IV 2023,Semifinals,9
Tokyo IV 2023,Grand Final,6
Tokyo IV 2023,Novice Semifinals,2
Tokyo IV 2023,Novice Grand Final,8
Trinity IV 2021,Pro-Am Finals,6
Trinity IV 2021,ESL Finals,7
Trinity IV 2021,Grand Final,7
Trinity IV 2021,Semifinals,5
Trinity IV 2021,Quarterfinals,6
Trinity IV 2021,Round 5,7
Trinity IV 2021,Round 4,5
Trinity IV 2021,Round 3,9
Trinity IV 2021,Round 2,6
Trinity IV 2021,Round 1,7
Trinity IV 2022,Pro-Am Finals,1
Trinity IV 2022,ESL Finals,1
Trinity IV 2022,Grand Final,0
Trinity IV 2022,Semifinals,9
Trinity IV 2022,Quarterfinals,0
Trinity IV 2022,Round 5 (Closed),2
Trinity IV 2022,Round 4 (Closed),0
Trinity IV 2022,Round 3,4
Trinity IV 2022,Round 2,9
Trinity IV 2022,Round 1,5
Trinity IV 2023,Novice Finals,3
Trinity IV 2023,Grand Final,3
Trinity IV 2023,Semifinals,8
Trinity IV 2023,Quarterfinals,9
Trinity IV 2023,Round 5,4
Trinity IV 2023,Round 4,6
Trinity IV 2023,Round 3,9
Trinity IV 2023,Round 2,3
Trinity IV 2023,Round 1,7
Trinity IV 2024,Grand Final,7
Trinity IV 2024,Novice,7
Trinity IV 2024,Semifinals,9
Trinity IV 2024,Round 5,9
Trinity IV 2024,Round 4,8
Trinity IV 2024,Round 3,0
Trinity IV 2024,Round 2,9
Trinity IV 2024,Round 1,6
Trinity IV 2025,Grand Final,8
Trinity IV 2025,Novice Final,8
Trinity IV 2025,Semifinals,0
Trinity IV 2025,Round 5,6
Trinity IV 2025,Round 4,0
Trinity IV 2025,Round 3,9
Trinity IV 2025,Round 2,4
Trinity IV 2025,Round 1,1
Trinity WGM 2022,Gold Final,2
Trinity WGM 2022,Silver Finals,2
Trinity WGM 2022,Round 4,2
Trinity WGM 2022,Round 3,2
Trinity WGM 2022,Round 2,2
Trinity WGM 2022,Round 1,9
U de São Paulo Open 2024,Schools Finals,6
U de São Paulo Open 2024,Novice Finals,5
U de São Paulo Open 2024,Grand Final,6
U de São Paulo Open 2024,Semifinals,9
U de São Paulo Open 2024,Round 5,8
U de São Paulo Open 2024,Round 4,8
U de São Paulo Open 2024,Round 3,4
U de São Paulo Open 2024,Round 2,9
U de São Paulo Open 2024,Round 1,8
UBC IV 2024,Novice Finals,6
UBC IV 2024,Grand Final,4
UBC IV 2024,Semifinals,0
UBC IV 2024,Round 5,5
UBC IV 2024,Round 4,2
UBC IV 2024,Round 3,0
UBC IV 2024,Round 2,8
UBC IV 2024,Round 1,7
UCD Peter Maguire IV 2022,Round 1,6
UCD Peter Maguire IV 2022,Round 2,2
UCD Peter Maguire IV 2022,Round 3,8
UCD Peter Maguire IV 2022,Round 4,7
UCD Peter Maguire IV 2022,Round 5,6
UCD Peter Maguire IV 2022,Semifinals,9
UCD Peter Maguire IV 2022,Grand Final,7
UCD Peter Maguire IV 2022,ProAm Finals,8
UCD Peter Maguire IV 2023,Novice Finals,3
UCD Peter Maguire IV 2023,Grand Final,0
UCD Peter Maguire IV 2023,Semifinals,7
UCD Peter Maguire IV 2023,Round 5,9
UCD Peter Maguire IV 2023,Round 4,5
UCD Peter Maguire IV 2023,Round 3,0
UCD Peter Maguire IV 2023,Round 2,6
UCD Peter Maguire IV 2023,Round 1,8
UCD Peter Maguire IV 2025,Grand Final,3
UCD Peter Maguire IV 2025,Novice Final,4
UCD Peter Maguire IV 2025,Semifinals,0
UCD Peter Maguire IV 2025,Round 5,0
UCD Peter Maguire IV 2025,Round 4,9
UCD Peter Maguire IV 2025,Round 3,2
UCD Peter Maguire IV 2025,Round 2,1
UCD Peter Maguire IV 2025,Round 1,2
UCL IV 2021,Grand Final,3
UCL IV 2021,Pro-Am Finals,9
UCL IV 2021,Semifinals,-1
UCL IV 2021,Round 5,6
UCL IV 2021,Round 4,0
UCL IV 2021,Round 3,1
UCL IV 2021,Round 2,9
UCL IV 2021,Round 1,4
UCL IV 2023,Non-Schools Finals,7
UCL IV 2023,Silver Final Finals,8
UCL IV 2023,Grand Final,5
UCL IV 2023,Round 4,2
UCL IV 2023,Round 3,2
UCL IV 2023,Round 2,5
UCL IV 2023,Round 1,7
UCL IV 2024,Pro-Am Finals,8
UCL IV 2024,Grand Final,8
UCL IV 2024,Partial Semifinals,0
UCL IV 2024,Round 5,9
UCL IV 2024,Round 4,7
UCL IV 2024,Round 3,1
UCL IV 2024,Round 2,3
UCL IV 2024,Round 1,7
UCL President’s Cup 2021,Round 1,3
UCL President’s Cup 2021,Round 2,7
UCL President’s Cup 2021,Round 3,7
UCL President’s Cup 2021,Round 4,9
UCL President’s Cup 2021,Gold Finals,4
UCL President’s Cup 2021,Silver Finals,4
UCL President’s Cup 2021,Bronze Finals,4
UCL President’s Cup 2021,Non-Schools Finals,5
UCL President’s Cup 2023,Non-Schools Finals,7
UCL President’s Cup 2023,Silver Final Finals,8
UCL President’s Cup 2023,Grand Final,5
UCL President’s Cup 2023,Round 4,2
UCL President’s Cup 2023,Round 3,2
UCL President’s Cup 2023,Round 2,5
UCL President’s Cup 2023,Round 1,7
UCL President's Cup 2024,Non-Schools Finals,8
UCL President's Cup 2024,Silver Finals,6
UCL President's Cup 2024,Grand Final,4
UCL President's Cup 2024,Round 4,2
UCL President's Cup 2024,Round 3,0
UCL President's Cup 2024,Round 2,5
UCL President's Cup 2024,Round 1,8
UCL Pro-Am 2022,Round 1,7
UCL Pro-Am 2022,Round 2,9
UCL Pro-Am 2022,Round 3,4
UCL Pro-Am 2022,Round 4,2
UCL Pro-Am 2022,Gold Final,6
UCL Pro-Am 2022,Silver Finals,7
UCL Pro-Am 2025,Gold Final,7
UCL Pro-Am 2025,Silver Final,0
UCL Pro-Am 2025,Bronze Final,8
UCL Pro-Am 2025,Round 4,9
UCL Pro-Am 2025,Round 3,8
UCL Pro-Am 2025,Round 2,9
UCL Pro-Am 2025,Round 1,2
UCL Pro-ams 2024,Bronze Finals,1
UCL Pro-ams 2024,Gold Finals,1
UCL Pro-ams 2024,Silver Finals,1
UCL Pro-ams 2024,Round 4,3
UCL Pro-ams 2024,Round 3,8
UCL Pro-ams 2024,Round 2,9
UCL Pro-ams 2024,Round 1,9
UCL Pro-ams 2025,Gold Final,7
UCL Pro-ams 2025,Silver Final,0
UCL Pro-ams 2025,Bronze Final,8
UCL Pro-ams 2025,Round 4,9
UCL Pro-ams 2025,Round 3,8
UCL Pro-ams 2025,Round 2,9
UCL Pro-ams 2025,Round 1,2
UCLA IV 2023,Novice Finals,6
UCLA IV 2023,Open Grand Final,2
UCLA IV 2023,Open Semifinal,9
UCLA IV 2023,Open Quarterfinal,4
UCLA IV 2023,Round 5,5
UCLA IV 2023,Round 4,8
UCLA IV 2023,Round 3,9
UCLA IV 2023,Round 2,8
UCLA IV 2023,Round 1,0
UCLA IV 2024,Grand Final,8
UCLA IV 2024,Semifinals,0
UCLA IV 2024,ESL Final,8
UCLA IV 2024,Partial Quarterfinals,3
UCLA IV 2024,Pro-am Finals,8
UCLA IV 2024,Round 5,8
UCLA IV 2024,Round 4,0
UCLA IV 2024,Round 3,4
UCLA IV 2024,Round 2,1
UCLA IV 2024,Round 1,8
Uhuru Worlds 2023,Round 1,5
Uhuru Worlds 2023,Round 2,5
Uhuru Worlds 2023,Round 3,7
Uhuru Worlds 2023,Round 4,0
Uhuru Worlds 2023,Round 5,5
Uhuru Worlds 2023,Quarterfinals,1
Uhuru Worlds 2023,Semifinals,6
Uhuru Worlds 2023,Grand Final,7
Uhuru Worlds 2023,ESL Semifinals,5
Uhuru Worlds 2023,ESL Finals,7
Uhuru Worlds 2023,Novice Finals,6
Uhuru Worlds 2023,Schools Finals,6
Uhuru Worlds 2024,Schools Finals,6
Uhuru Worlds 2024,ESL Finals,3
Uhuru Worlds 2024,ESL Semifinals,9
Uhuru Worlds 2024,Grand Final,4
Uhuru Worlds 2024,Semifinals,2
Uhuru Worlds 2024,Quarterfinals,9
Uhuru Worlds 2024,Round 5,7
Uhuru Worlds 2024,Round 4,9
Uhuru Worlds 2024,Round 3,8
Uhuru Worlds 2024,Round 2,1
Uhuru Worlds 2024,Round 1,2
Uhuru Worlds Lox 2022,Octofinals,-1
Uhuru Worlds Lox 2022,Round 7,7
Uhuru Worlds Lox 2022,Round 6,6
Uhuru Worlds Lox 2022,Round 5,2
Uhuru Worlds Lox 2022,Round 4,0
Uhuru Worlds Lox 2022,Round 3,2
Uhuru Worlds Lox 2022,Round 2,1
Uhuru Worlds Lox 2022,Round 1,3
Uhuru Worlds Out 2022,Open Grand Final,0
Uhuru Worlds Out 2022,Open Semifinals,9
Uhuru Worlds Out 2022,Schools Grand Final,0
Uhuru Worlds Out 2022,ESL Grand Final,4
Uhuru Worlds Out 2022,Open Quarterfinals,9
Uhuru Worlds Out 2022,ESL Semifinals,9
Uhuru Worlds Out 2022,Schools Semifinals,9
